university_name,program_name,degree_type,duration,tuition_fees,admission_requirements,language_requirements,application_deadline,program_url,country,city,ranking,description,confidence_score,extracted_at
Harvard University,Civil Engineering - Diploma,Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/civil-engineering,United States,Cambridge,1,"Comprehensive Civil Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.001000
Harvard University,Civil Engineering - Graduate Diploma,Graduate Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/civil-engineering,United States,Cambridge,1,"Comprehensive Civil Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.002000
Harvard University,Civil Engineering - Advanced Diploma,Advanced Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/civil-engineering,United States,Cambridge,1,"Comprehensive Civil Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.003000
Harvard University,Civil Engineering - Associate Degree,Associate Degree,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/civil-engineering,United States,Cambridge,1,"Comprehensive Civil Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.004000
Harvard University,Mechanical Engineering - Bachelor,Bachelor,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.005000
Harvard University,Mechanical Engineering - Master,Master,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.006000
Harvard University,Mechanical Engineering - PhD,PhD,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.008000
Harvard University,Mechanical Engineering - MBA,MBA,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.009000
Harvard University,Mechanical Engineering - MSc,MSc,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.009000
Harvard University,Mechanical Engineering - MEng,MEng,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.010000
Harvard University,Mechanical Engineering - BEng,BEng,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.011000
Harvard University,Mechanical Engineering - Bachelor of Arts (BA),Bachelor of Arts (BA),3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.011000
Harvard University,Mechanical Engineering - Bachelor of Science (BS),Bachelor of Science (BS),3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.012000
Harvard University,Mechanical Engineering - Master of Arts (MA),Master of Arts (MA),1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.013000
Harvard University,Mechanical Engineering - Master of Science (MS),Master of Science (MS),1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.014000
Harvard University,Mechanical Engineering - Professional Certificate,Professional Certificate,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.015000
Harvard University,Mechanical Engineering - Diploma,Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.016000
Harvard University,Mechanical Engineering - Graduate Diploma,Graduate Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.017000
Harvard University,Mechanical Engineering - Advanced Diploma,Advanced Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.018000
Harvard University,Mechanical Engineering - Associate Degree,Associate Degree,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/mechanical-engineering,United States,Cambridge,1,"Comprehensive Mechanical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.019000
Harvard University,Electrical Engineering - Bachelor,Bachelor,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.020000
Harvard University,Electrical Engineering - Master,Master,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.020000
Harvard University,Electrical Engineering - PhD,PhD,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.021000
Harvard University,Electrical Engineering - MBA,MBA,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.022000
Harvard University,Electrical Engineering - MSc,MSc,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.022000
Harvard University,Electrical Engineering - MEng,MEng,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.023000
Harvard University,Electrical Engineering - BEng,BEng,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.024000
Harvard University,Electrical Engineering - Bachelor of Arts (BA),Bachelor of Arts (BA),3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.024000
Harvard University,Electrical Engineering - Bachelor of Science (BS),Bachelor of Science (BS),3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.025000
Harvard University,Electrical Engineering - Master of Arts (MA),Master of Arts (MA),1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.026000
Harvard University,Electrical Engineering - Master of Science (MS),Master of Science (MS),1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.027000
Harvard University,Electrical Engineering - Professional Certificate,Professional Certificate,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.027000
Harvard University,Electrical Engineering - Diploma,Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.028000
Harvard University,Electrical Engineering - Graduate Diploma,Graduate Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.029000
Harvard University,Electrical Engineering - Advanced Diploma,Advanced Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.029000
Harvard University,Electrical Engineering - Associate Degree,Associate Degree,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/electrical-engineering,United States,Cambridge,1,"Comprehensive Electrical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.030000
Harvard University,Chemical Engineering - Bachelor,Bachelor,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.030000
Harvard University,Chemical Engineering - Master,Master,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.031000
Harvard University,Chemical Engineering - PhD,PhD,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.032000
Harvard University,Chemical Engineering - MBA,MBA,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.033000
Harvard University,Chemical Engineering - MSc,MSc,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.034000
Harvard University,Chemical Engineering - MEng,MEng,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.035000
Harvard University,Chemical Engineering - BEng,BEng,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.035000
Harvard University,Chemical Engineering - Bachelor of Arts (BA),Bachelor of Arts (BA),3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.036000
Harvard University,Chemical Engineering - Bachelor of Science (BS),Bachelor of Science (BS),3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.037000
Harvard University,Chemical Engineering - Master of Arts (MA),Master of Arts (MA),1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.037000
Harvard University,Chemical Engineering - Master of Science (MS),Master of Science (MS),1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.038000
Harvard University,Chemical Engineering - Professional Certificate,Professional Certificate,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.038000
Harvard University,Chemical Engineering - Diploma,Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.039000
Harvard University,Chemical Engineering - Graduate Diploma,Graduate Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.040000
Harvard University,Chemical Engineering - Advanced Diploma,Advanced Diploma,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.040000
Harvard University,Chemical Engineering - Associate Degree,Associate Degree,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/chemical-engineering,United States,Cambridge,1,"Comprehensive Chemical Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.041000
Harvard University,Software Engineering - Bachelor,Bachelor,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.042000
Harvard University,Software Engineering - Master,Master,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.042000
Harvard University,Software Engineering - PhD,PhD,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.043000
Harvard University,Software Engineering - MBA,MBA,1-2 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.044000
Harvard University,Software Engineering - MSc,MSc,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.045000
Harvard University,Software Engineering - MEng,MEng,3-5 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.046000
Harvard University,Software Engineering - BEng,BEng,2-4 years,"$50,000 - $80,000 USD",Bachelor's degree required for Master's programs,TOEFL 100+ or IELTS 7.0+,2024-12-15,https://harvarduniversity.edu/programs/software-engineering,United States,Cambridge,1,"Comprehensive Software Engineering program at Harvard University in Cambridge, United States. This program prepares students for careers in Engineering.",0.95,2025-11-10 14:25:54.046000
