university_name,program_name,degree_type,degree_level,program_category,duration_years,tuition_fees,country,city,specializations,prerequisites,gpa_requirement_min,language_requirements,faculty_research_interests,career_outcomes,confidence_score,last_updated,source_url,application_deadlines,application_fee,campus_facilities,cost_of_living_estimate,data_completeness,program_description,rankings,research_opportunities,scholarships_available,student_reviews_rating,university_id
University of Oxford,MSc in Artificial Intelligence for Business,Master of Science,Masters,Computer Science,3.0,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Oxford,"[""Classical Machine Learning"", ""Deep Neural Networks"", ""Computer Vision"", ""Generative AI with Large Language Models"", ""Low Resource Embedded and Edge AI"", ""Knowledge Graphs"", ""Security and Privacy of Machine Learning"", ""Human AI Interaction"", ""AI Governance"", ""AI in Practice"", ""Strategic Leadership in the Age of AI"", ""Augmenting Business Decisions with AI""]","[""First-class or upper second-class undergraduate degree in computer science, informatics or engineering"", ""At least two years' professional experience in software security or data engineering""]",3.5,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Foundational AI techniques"", ""Ethical considerations"", ""Sector-specific applications"", ""Machine learning"", ""Computer vision"", ""Natural language processing"", ""AI governance"", ""Human-AI interaction""]","[""PhD-level studies at leading universities"", ""Careers in industry developing, implementing and managing AI systems""]",1.0,2025-11-27T10:10:06.953000,https://www.ox.ac.uk/admissions/graduate/courses/msc-AI-Business,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,1.0,"Part-time taught course teaching the principles and applications of AI in modern business environments. Tailored for professionals who wish to harness the transformative power of Artificial Intelligence and equips business and technical professionals with the skills needed to develop, implement, and manage AI systems that drive value in their organisations. Students must complete courses in ten different subjects, at least four in machine learning, and two in AI applications for business, with the remaining four selected from any of the three part-time streams. Includes a short project and dissertation.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,034e4add99a2
University of Oxford,DPhil in Asian and Middle Eastern Studies,Doctor of Philosophy,PhD,Computer Science,4.0,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Oxford,"[""Buddhist studies"", ""Chinese studies"", ""Egyptology and the ancient Near East"", ""Eastern Christianity"", ""Hebrew and Jewish studies"", ""the Islamic world"", ""Japanese studies"", ""Korean studies"", ""Modern Middle Eastern Studies"", ""South and Inner Asia""]","[""Master's degree with average mark of 67% or above in a subject closely related to research topic"", ""First-class or upper second class undergraduate degree with honours in any subject (ideally relevant to research topic)"", ""Significant competence in one or more relevant Asian and Middle Eastern languages""]",3.6,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Buddhist studies"", ""Chinese studies"", ""Egyptology and the ancient Near East"", ""Eastern Christianity"", ""Hebrew and Jewish studies"", ""the Islamic world"", ""Japanese studies"", ""Korean studies"", ""Modern Middle Eastern Studies"", ""South and Inner Asia""]","[""Business"", ""Civil service"", ""Finance"", ""Law"", ""Government"", ""Industry"", ""Journalism and media"", ""Academic world"", ""Education"", ""Libraries"", ""Literature"", ""Museums""]",1.0,2025-11-27T10:10:06.955000,https://www.ox.ac.uk/admissions/graduate/courses/dphil-asian-middle-eastern-studies,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,1.0,"The DPhil in Asian and Middle Eastern Studies is the Faculty of Asian and Middle Eastern Studies' main research degree. Through independent research with supervisor guidance, students complete a thesis of 80,000-100,000 words. The program includes faculty seminars, lectures, colloquia, and skills training sessions. Students begin as Probationary Research Students and apply for full DPhil status by the second year, with confirmation of status during the third year. The final thesis is assessed through a viva voce examination.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,034e4add99a2
University of Oxford,MSt in Asian and Middle Eastern Studies,Master of Science,Graduate,Computer Science,1.0,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Oxford,"[""Language options"", ""Non-language options"", ""Research methods and materials"", ""Dissertation preparation""]","[""First-class or strong upper second-class undergraduate degree with honours in a field relevant to the proposed area of study""]",3.5,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Asian studies"", ""Middle Eastern studies"", ""Language studies"", ""Historical studies"", ""Cultural studies""]","[""Business"", ""Finance"", ""Law"", ""Civil service"", ""Journalism"", ""Government"", ""Industry"", ""Academic research"", ""Education"", ""Museums""]",1.0,2025-11-27T10:10:06.956000,https://www.ox.ac.uk/admissions/graduate/courses/mst-asian-middle-eastern-studies,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,1.0,The MSt in Asian and Middle Eastern Studies at Oxford aims to provide tailor-made courses for training graduate students at the beginning of their research in different areas of Asian and Middle Eastern studies. The course is aimed at students who need some additional training before applying for doctoral studies. The course content is designed to advance progress towards a research degree after completion of the MSt.,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,034e4add99a2
University of Oxford,DPhil in Astrophysics,Doctor of Philosophy,PhD,Other,4.0,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Oxford,"[""Cosmology"", ""Exoplanets and stellar physics"", ""Galaxies"", ""Instrumentation"", ""Theory"", ""Transients, pulsars and high-energy astrophysics""]","[""First-class or strong upper second-class undergraduate degree with honours in physics, astrophysics, astronomy, mathematics, engineering or related fields"", ""Equivalent of UK four-year integrated MPhys or MSci degree typically required"", ""Directly-related professional expertise may substitute (e.g., significant instrument-building experience)""]",3.5,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Observational astrophysics"", ""Theoretical astrophysics"", ""Astronomical instrumentation"", ""Cosmology"", ""Exoplanets"", ""Stellar physics"", ""Galaxies"", ""High-energy astrophysics"", ""Pulsars""]","[""Postdoctoral positions in astrophysics (approximately 75% of graduates)"", ""Positions in industry"", ""Teaching positions"", ""Financial sector roles"", ""Data science positions""]",1.0,2025-11-27T10:10:06.957000,https://www.ox.ac.uk/admissions/graduate/courses/dphil-astrophysics,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,1.0,"The DPhil in Astrophysics is a research-based degree for students interested in carrying out research in observational or theoretical astrophysics, or in astronomical instrumentation. The course normally takes three to four years and prepares students for careers in academia and elsewhere. Students become members of a lively research environment and conduct their own research project from the Sub-department of Astrophysics' broad research areas. Research work begins immediately and is supported by a taught graduate course in the first year providing comprehensive overview of modern astrophysics and necessary research skills. Students also have opportunities to follow courses across the Mathematical, Physical and Life Sciences division and participate in skills training programs including workshops and seminars.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,034e4add99a2
University of Oxford,"DPhil in Atmospheric, Oceanic and Planetary Physics",Doctor of Philosophy,PhD,Other,,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Oxford,"[""Planetary physics"", ""Atmospheric physics"", ""Oceanic physics"", ""Climate science"", ""Space instrumentation""]","[""First-class or strong upper second-class undergraduate degree with honours in physics, mathematics or related subjects"", ""Equivalent of UK four-year integrated MPhys or MSci degree typically required"", ""Bachelor's degrees with minimum four years' standard duration may satisfy requirements"", ""Graduate master's degree or substantial directly-related professional/research experience may be considered in exceptional cases""]",3.5,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Earth's climate evolution"", ""Connecting space and ground measurements to Earth's climate future"", ""Comparative planetology and Solar System evolution"", ""Atmospheric and oceanic physical processes"", ""Planetary surface studies""]","[""Academic research positions"", ""Industry roles in space and defense sectors"", ""Government research organizations"", ""Positions at NASA, European Space Agency, Airbus Space and Defence"", ""University departments worldwide""]",1.0,2025-11-27T10:10:06.959000,https://www.ox.ac.uk/admissions/graduate/courses/dphil-atmospheric-oceanic-and-planetary-physics,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"Research-based course examining physical processes in Earth's and other planets' atmospheres, oceans, and surfaces using experimental, computational, and theoretical methods. Research work begins immediately and is supported by a taught graduate course in the first year. Students have access to world-class laboratory and computational facilities, including clean rooms, test equipment for space flight instrumentation, and planetary environment simulation chambers.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,034e4add99a2
University of Oxford,Doctor of Philosophy in Atomic and Laser Physics,Doctor of Philosophy,PhD,Other,3.0,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Oxford,"[""Quantum computation"", ""Quantum cryptography"", ""Quantum chaos"", ""Quantum memories"", ""Optical manipulation of cold atoms and molecules"", ""Ultra-cold matter"", ""Bose-Einstein condensations"", ""Optical lattices and quantum simulations"", ""Ions traps and entanglement"", ""Non-linear optics"", ""Cavity quantum electrodynamics"", ""Quantum optics"", ""High-intensity laser interactions"", ""Ultra-fast X-ray science"", ""Laser-plasma science"", ""Attosecond optics"", ""Optical metrology and precision spectroscopy"", ""Fundamental tests of QED"", ""Femtosecond combs"", ""EPR and NMR for QIP"", ""Laboratory astrophysics""]","[""First-class or strong upper second-class undergraduate degree with honours in physics, mathematics or related fields"", ""Equivalent of UK four-year integrated MPhys or MSci typically required"", ""Bachelor's degrees with minimum four years' standard duration may satisfy requirements"", ""Most successful applicants have first-class degree and master's degree""]",3.5,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Interaction of light and matter"", ""High-energy plasmas created by powerful lasers"", ""Coherent manipulation of single quantum particles"", ""Quantum information processing"", ""Exotic states of quantum matter"", ""Bose-Einstein condensation"", ""Quantum systems"", ""Interdisciplinary application of lasers""]","[""Academic careers"", ""Industry careers predominantly in research and development""]",1.0,2025-11-27T10:10:06.960000,https://www.ox.ac.uk/admissions/graduate/courses/dphil-atomic-and-laser-physics,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,1.0,"The DPhil in Atomic and Laser Physics is a research degree studying both experimental and theoretical/computational approaches to topics such as quantum computing, ultra-cold matter and laser-plasma interactions. Research begins on day one and is supported by a taught graduate course in the first year. Students attend lectures, seminars and discussion classes one day per week in the first year, covering topics including basic light-matter interaction, photonics and quantum optics, laser-plasma interactions, quantum information processing, trapped particles and quantum gases, and high energy density science.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,034e4add99a2
University of Oxford,MSc in Autonomous Robotics,Master of Science,Masters,Engineering,1.0,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Oxford,[],"[""First-class undergraduate degree with honours in engineering (including computer science and informatics), physical sciences, or mathematical subjects""]",3.7,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""AI and machine learning"", ""Soft robot fabrication"", ""Path planning and motion generation"", ""Mapping and state estimation"", ""Sustainable robotics technologies"", ""Autonomous vehicle systems"", ""Healthcare robotics""]","[""PhD-level studies at leading universities"", ""Careers in autonomous vehicle development"", ""Healthcare robotics firms"", ""AI research institutions"", ""Robotics research and development""]",1.0,2025-11-27T10:10:06.961000,https://www.ox.ac.uk/admissions/graduate/courses/msc-autonomous-robotics,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"The MSc in Autonomous Robotics provides a comprehensive mix of theoretical knowledge and practical work in the field of autonomous robotic systems. The course focuses on designing and developing robots capable of operating independently in real-world environments without human intervention. It provides a rigorous blend of research-led teaching and hands-on training, enabling students to analyze real-world applications of robotics and design integrated autonomous systems. Students explore cutting-edge topics such as AI and machine learning, soft robot fabrication, path planning and motion generation, mapping and state estimation, and the sustainable application of robotics technologies.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,034e4add99a2
University of Oxford,MSt in Bible Interpretation,Master of Science,Graduate,Computer Science,1.0,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Oxford,"[""Hebrew biblical and exegetical texts"", ""Aramaic biblical and Targum texts"", ""Syriac biblical and exegetical text"", ""Greek biblical and exegetical texts"", ""Latin biblical and exegetical texts""]","[""First-class or strong upper second-class undergraduate degree with honours in any subject"", ""Sufficient knowledge of Classical Hebrew or Aramaic or Syriac"", ""Evidence of proficiency in Greek or Latin if choosing those language options""]",3.5,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Ancient Bible translations"", ""Qumran texts"", ""Rabbinic hermeneutics"", ""Greek and Latin patristics"", ""Early Syriac commentaries"", ""Jewish Studies in the Greco-Roman Period"", ""Patristics"", ""Late Antique and Byzantine Studies"", ""Hebrew Bible/Old Testament"", ""New Testament""]","[""Business"", ""Finance"", ""Law"", ""Civil service"", ""Journalism"", ""Government"", ""Industry"", ""Academic research"", ""Education"", ""Museums""]",1.0,2025-11-27T10:10:06.962000,https://www.ox.ac.uk/admissions/graduate/courses/mst-bible-interpretation,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,1.0,"The MSt in Bible Interpretation is a taught course offering training in reading a range of primary exegetical texts in Classical Hebrew, Aramaic and Syriac and the opportunity to develop research methodologies through the writing of a dissertation. The course includes compulsory core studies covering principal sources for exegesis of the Hebrew Bible/Old Testament, plus optional papers in specific language texts.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,034e4add99a2
University of Oxford,DPhil in Biochemistry,Doctor of Philosophy,PhD,Other,4.0,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Oxford,"[""Cell biology, development and genetics"", ""Chromosomal and RNA biology"", ""Infection and disease processes"", ""Microbiology and systems biology"", ""Structural biology and molecular biophysics""]","[""First-class or strong upper second-class undergraduate degree with honors in biochemistry, chemistry, biology, cell biology, molecular biology, biophysics, physics, mathematics, or computation"", ""Research experience in biomedical or scientific field"", ""Good understanding of proposed research area"", ""Familiarity with recent published work of proposed supervisor(s)""]",3.5,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Molecular and cellular biology"", ""Molecular biophysics"", ""Structural biology"", ""Cell biology"", ""Genetics"", ""RNA biology"", ""Infection processes"", ""Disease mechanisms"", ""Microbiology"", ""Systems biology""]","[""Academic research (80% of graduates)"", ""Industrial research"", ""Patent law"", ""Management consultancy"", ""Scientific publishing"", ""Teaching""]",1.0,2025-11-27T10:10:06.964000,https://www.ox.ac.uk/admissions/graduate/courses/dphil-biochemistry,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,1.0,"The DPhil in Biochemistry is a research-based course focused on laboratory projects in areas such as molecular and cellular biology, molecular biophysics, and structural biology, with no taught components and direct entry into research groups. Students are admitted directly to particular research areas led by departmental members who serve as DPhil supervisors. The program provides access to lecture courses, workshops, and departmental seminars for professional development. Duration ranges from 3-4 years depending on research progress and funding.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,034e4add99a2
University of Oxford,MSc by Research in Biochemistry,Master of Science,Masters,Other,2.0,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Oxford,"[""Cell biology, development and genetics"", ""Chromosomal and RNA biology"", ""Infection and disease processes"", ""Microbiology and systems biology"", ""Structural biology and molecular biophysics""]","[""First-class or strong upper second-class undergraduate degree with honours in biochemistry"", ""chemistry"", ""biology"", ""cell biology"", ""molecular biology"", ""biophysics"", ""physics"", ""mathematics"", ""computation""]",3.5,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Molecular and cellular biology"", ""Molecular biophysics"", ""Structural biology"", ""Cell biology"", ""Genetics"", ""RNA biology"", ""Infection processes"", ""Systems biology""]","[""Academic research"", ""Industrial research"", ""Patent law"", ""Management consultancy"", ""Scientific publishing"", ""Teaching""]",1.0,2025-11-27T10:10:06.965000,https://www.ox.ac.uk/admissions/graduate/courses/msc-research-biochemistry,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,1.0,"The MSc by Research in Biochemistry is a research course focused on lab-based projects in areas of molecular and cellular biology, molecular biophysics, and structural biology, with no formal taught components. Students are admitted directly to a particular research area and work with appointed supervisors. The course provides access to lecture courses, workshops, and departmental seminars for professional development. Students begin as probationary research students and must pass a Transfer of Status exam to continue in the program.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,034e4add99a2
University of Oxford,DPhil in Biochemistry (Skaggs-Oxford Programme),Doctor of Philosophy,PhD,Other,5.0,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Oxford,"[""Ageing"", ""Cancer biology"", ""Cell biology"", ""Chemical biology"", ""Chromosome biology"", ""Chemical synthesis"", ""Drug discovery and vaccine design"", ""Epigenetics"", ""Host-pathogen interactions"", ""Infectious diseases"", ""Innate and responsive immune systems"", ""Medicinal chemistry"", ""Membrane proteins"", ""Neural stem cell behavior and brain development"", ""Ion channels and transporters"", ""RNA biology""]","[""First-class or strong upper second-class undergraduate degree with honours in biochemistry, chemistry, biology, cell biology, molecular biology, biophysics, physics, mathematics, or computation"", ""Research experience in biomedical or scientific field"", ""Understanding of proposed research area and familiarity with supervisor's published work""]",3.5,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Biochemistry"", ""Chemistry"", ""Immunology and Microbiology"", ""Integrative Structural and Computational Biology"", ""Molecular Medicine"", ""Neuroscience""]","[""Academic research"", ""Industrial research""]",1.0,2025-11-27T10:10:06.967000,https://www.ox.ac.uk/admissions/graduate/courses/dphil-biochemistry-outsri,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,1.0,"The Skaggs-Oxford Programme is a five-year joint research course between Scripps Research (based in La Jolla, California or Jupiter, Florida) and the Department of Biochemistry at Oxford, leading to a joint PhD/DPhil degree. This interdisciplinary program provides diverse curriculum, scientific approaches, and research training with access to facilities and expertise at both institutions. Students can begin their studies at either Oxford or Scripps Research and participate in comprehensive skills training including workshops, seminars, and research techniques.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,034e4add99a2
University of Oxford,"MSc in Biodiversity, Conservation and Nature Recovery",Master of Science,Masters,Other,1.0,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Oxford,"[""Decolonising Conservation"", ""A Global South perspective on climate change and climate justice"", ""Economics of Innovation and New Technologies"", ""Extractive compromises in the Ecuadorian Amazon"", ""Animal Geographies"", ""Climate Change, Communication and the Media"", ""Energy and the Environment"", ""Human-Wildlife Conflict and Coexistence: Theory and Practice""]","[""First-class or strong upper second-class undergraduate degree with honours in any discipline"", ""Demonstrated interest in interdisciplinary thinking and action in conservation science and policy"", ""Research and/or work experiences in conservation governance, applied conservation, enterprise, management and/or activism""]",3.6,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Biodiversity, Ecosystems and Conservation"", ""Climate Systems"", ""Landscape Dynamics"", ""Environmental Interactions"", ""Conservation science and governance"", ""Nature recovery"", ""Interdisciplinary approaches to conservation""]","[""Policy positions in government departments"", ""Management positions in global conservation NGOs"", ""Technical positions in sustainability consultancies"", ""Expert roles in international bodies"", ""PhD research positions""]",1.0,2025-11-27T10:10:06.969000,https://www.ox.ac.uk/admissions/graduate/courses/msc-biodiversity-conservation-nature-recovery,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,1.0,"The MSc in Biodiversity, Conservation and Nature Recovery is a taught course exploring biodiversity science, policy, and action. It covers conservation, restoration, and nature recovery through interdisciplinary and inclusive approaches. The course provides students with the knowledge and skills to think adaptively, creatively, and critically at the intersection of biodiversity science, policy and action. Based in the School of Geography and the Environment, the course benefits from close connections to the Leverhulme Centre for Nature Recovery.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,034e4add99a2
Utrecht University,"Ancient, Medieval and Renaissance Studies",Master of Arts,Masters,Computer Science,2.0,"{""domestic_per_year"": 2694, ""international_per_year"": 20605, ""currency"": ""USD"", ""additional_fees"": null}",Netherlands,Utrecht,"[""Ancient Studies"", ""Medieval Studies"", ""Early Medieval Insular Languages and Cultures"", ""Renaissance Studies""]",[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Ancient civilisations"", ""Medieval studies"", ""Renaissance studies"", ""Pre-modern civilisations"", ""Interdisciplinary historical research""]","[""PhD programmes"", ""Academic research"", ""Management"", ""Politics"", ""Arts""]",0.95,2025-11-27T10:10:06.971000,https://www.uu.nl/en/masters/ancient-medieval-and-renaissance-studies,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"Our research Master's programme in Ancient, Medieval and Renaissance Studies focuses on the interdisciplinary study of material, social, and intellectual developments in Europe from Antiquity through the Middle Ages to the Renaissance. The programme offers flexible course offerings and allows students to take courses at different institutions if needed.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,43e9946bba74
Utrecht University,Applied Cognitive Psychology,Master of Science,Masters,Other,1.0,"{""domestic_per_year"": 2694, ""international_per_year"": 20605, ""currency"": ""USD"", ""additional_fees"": null}",Netherlands,Utrecht,[],[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Vision science"", ""Attention"", ""Eye tracking"", ""Human information processing"", ""Cognition and behaviour""]","[""Independent consultant on ergonomic problems"", ""Member of interdisciplinary teams with designers, policy makers, technicians, computer scientists and business experts"", ""Advisor on sensory aspects of marketing communications""]",0.825,2025-11-27T10:10:06.972000,https://www.uu.nl/en/masters/applied-cognitive-psychology,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.625,"In the Master's programme Applied Cognitive Psychology, you will learn to apply knowledge of cognition and behaviour to situations and problems that occur in daily life. During this one-year programme, you will learn about human information processing. That knowledge is useful for making signage or advertising more effective, for example, or for making products more user-friendly. You will also learn to come up with solutions for a wide range of problems that can occur in professional practice. The programme has a strong empirical foundation and you will learn several important skills and techniques to quantify and qualify aspects of human behaviour and the physical context.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,43e9946bba74
Utrecht University,Applied Data Science,Master of Science,Masters,Computer Science,1.0,"{""domestic_per_year"": 2694, ""international_per_year"": 24432, ""currency"": ""USD"", ""additional_fees"": null}",Netherlands,Utrecht,"[""Health Science"", ""Economics"", ""Geoscience"", ""Social and Behavioural Science"", ""Media Studies""]",[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",[],[],0.825,2025-11-27T10:10:06.974000,https://www.uu.nl/en/masters/applied-data-science,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.625,"One-year fast-paced academic Master's programme where you'll learn how to apply data science techniques in five different focus domains. This knowledge will be combined with your own domain-specific knowledge to create considerable added value. The programme examines the optimal ways to utilise data, looking at how to turn old data into new data and use it to solve problems within a variety of domains.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,43e9946bba74
Utrecht University,Applied Ethics,Master of Arts,Masters,Computer Science,1.0,"{""domestic_per_year"": 2694, ""international_per_year"": 20605, ""currency"": ""USD"", ""additional_fees"": null}",Netherlands,Utrecht,"[""sustainability and climate change ethics"", ""animal and nature ethics"", ""medical and public health ethics"", ""law, morality and politics"", ""economics ethics and business ethics"", ""technology ethics""]",[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""justice"", ""technology ethics"", ""sustainability ethics"", ""economic ethics"", ""animal ethics"", ""bioethics""]","[""university teacher"", ""PhD student"", ""ethics teacher for professionals"", ""consultant in governmental and policy contexts"", ""journalist"", ""NGO worker"", ""banking professional""]",0.95,2025-11-27T10:10:06.975000,https://www.uu.nl/en/masters/applied-ethics,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"The Applied Ethics Master's programme offers an in-depth focus on the interaction between moral practice and ethical theory, allowing you to explore ethical theories in relation to actual practical dilemmas. The programme's flexibility offers the ability to develop a tailor-made programme by choosing elective courses and a national or international internship geared to your specific disciplinary background and career aspirations.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,43e9946bba74
Utrecht University,Applied Musicology,Master of Arts,Masters,Computer Science,1.0,"{""domestic_per_year"": 2694, ""international_per_year"": 20605, ""currency"": ""USD"", ""additional_fees"": null}",Netherlands,Utrecht,[],"[""Bachelor's in Musicology"", ""Other cultural-historical academic backgrounds"", ""Conservatory training""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Musical infrastructure"", ""Historical musicology"", ""Music and media relations"", ""Current and innovative approaches in musicology""]","[""Cultural professional field"", ""Music industry careers"", ""Roles requiring expertise in applied musicology"", ""Positions at concert halls, ensembles, agents, media""]",0.95,2025-11-27T10:10:06.977000,https://www.uu.nl/en/masters/applied-musicology,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"Through its focus on musical infrastructure, the Applied Musicology Master's programme in Utrecht will equip you with the specific knowledge and skills required to operate as a musicologist within the international musical industry. The programme utilizes reflective training in both current and innovative approaches in musicology, through which you will learn to apply academic musicological skills to the day-to-day challenges in a musical life. The programme was designed in direct dialogue with top institutions within the musical infrastructure in the Netherlands and beyond; it does not discriminate between classical and popular music. The curriculum builds on knowledge and skills gained through a Bachelor's in Musicology, with emphasis on both historical musicology and the relation of music with other media.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,43e9946bba74
